SDR Valuations,,SDR_Value
07/01/2002,U.K. pound,0.0984
08/01/2002,U.K. pound,0.0984
09/01/2002,U.K. pound,0.0984
10/01/2002,U.K. pound,0.0984
11/01/2002,U.K. pound,0.0984
14/01/2002,U.K. pound,0.0984
15/01/2002,U.K. pound,0.0984
16/01/2002,U.K. pound,0.0984
17/01/2002,U.K. pound,0.0984
18/01/2002,U.K. pound,0.0984
21/01/2002,U.K. pound,0.0984
22/01/2002,U.K. pound,0.0984
23/01/2002,U.K. pound,0.0984
24/01/2002,U.K. pound,0.0984
25/01/2002,U.K. pound,0.0984
28/01/2002,U.K. pound,0.0984
29/01/2002,U.K. pound,0.0984
30/01/2002,U.K. pound,0.0984
31/01/2002,U.K. pound,0.0984
01/02/2002,U.K. pound,0.0984
04/02/2002,U.K. pound,0.0984
05/02/2002,U.K. pound,0.0984
06/02/2002,U.K. pound,0.0984
07/02/2002,U.K. pound,0.0984
08/02/2002,U.K. pound,0.0984
11/02/2002,U.K. pound,0.0984
12/02/2002,U.K. pound,0.0984
13/02/2002,U.K. pound,0.0984
14/02/2002,U.K. pound,0.0984
15/02/2002,U.K. pound,0.0984
18/02/2002,U.K. pound,0.0984
19/02/2002,U.K. pound,0.0984
20/02/2002,U.K. pound,0.0984
21/02/2002,U.K. pound,0.0984
22/02/2002,U.K. pound,0.0984
25/02/2002,U.K. pound,0.0984
26/02/2002,U.K. pound,0.0984
27/02/2002,U.K. pound,0.0984
28/02/2002,U.K. pound,0.0984
01/03/2002,U.K. pound,0.0984
04/03/2002,U.K. pound,0.0984
05/03/2002,U.K. pound,0.0984
06/03/2002,U.K. pound,0.0984
07/03/2002,U.K. pound,0.0984
08/03/2002,U.K. pound,0.0984
11/03/2002,U.K. pound,0.0984
12/03/2002,U.K. pound,0.0984
13/03/2002,U.K. pound,0.0984
14/03/2002,U.K. pound,0.0984
15/03/2002,U.K. pound,0.0984
18/03/2002,U.K. pound,0.0984
19/03/2002,U.K. pound,0.0984
20/03/2002,U.K. pound,0.0984
21/03/2002,U.K. pound,0.0984
22/03/2002,U.K. pound,0.0984
25/03/2002,U.K. pound,0.0984
26/03/2002,U.K. pound,0.0984
27/03/2002,U.K. pound,0.0984
28/03/2002,U.K. pound,0.0984
29/03/2002,U.K. pound,0.0984
01/04/2002,U.K. pound,0.0984
02/04/2002,U.K. pound,0.0984
03/04/2002,U.K. pound,0.0984
04/04/2002,U.K. pound,0.0984
05/04/2002,U.K. pound,0.0984
08/04/2002,U.K. pound,0.0984
09/04/2002,U.K. pound,0.0984
10/04/2002,U.K. pound,0.0984
11/04/2002,U.K. pound,0.0984
12/04/2002,U.K. pound,0.0984
15/04/2002,U.K. pound,0.0984
16/04/2002,U.K. pound,0.0984
17/04/2002,U.K. pound,0.0984
18/04/2002,U.K. pound,0.0984
19/04/2002,U.K. pound,0.0984
22/04/2002,U.K. pound,0.0984
23/04/2002,U.K. pound,0.0984
24/04/2002,U.K. pound,0.0984
25/04/2002,U.K. pound,0.0984
26/04/2002,U.K. pound,0.0984
29/04/2002,U.K. pound,0.0984
30/04/2002,U.K. pound,0.0984
01/05/2002,U.K. pound,0.0984
02/05/2002,U.K. pound,0.0984
03/05/2002,U.K. pound,0.0984
06/05/2002,U.K. pound,0.0984
07/05/2002,U.K. pound,0.0984
08/05/2002,U.K. pound,0.0984
09/05/2002,U.K. pound,0.0984
10/05/2002,U.K. pound,0.0984
13/05/2002,U.K. pound,0.0984
14/05/2002,U.K. pound,0.0984
15/05/2002,U.K. pound,0.0984
16/05/2002,U.K. pound,0.0984
17/05/2002,U.K. pound,0.0984
20/05/2002,U.K. pound,0.0984
21/05/2002,U.K. pound,0.0984
22/05/2002,U.K. pound,0.0984
23/05/2002,U.K. pound,0.0984
24/05/2002,U.K. pound,0.0984
27/05/2002,U.K. pound,0.0984
28/05/2002,U.K. pound,0.0984
29/05/2002,U.K. pound,0.0984
30/05/2002,U.K. pound,0.0984
31/05/2002,U.K. pound,0.0984
03/06/2002,U.K. pound,0.0984
04/06/2002,U.K. pound,0.0984
05/06/2002,U.K. pound,0.0984
06/06/2002,U.K. pound,0.0984
07/06/2002,U.K. pound,0.0984
10/06/2002,U.K. pound,0.0984
11/06/2002,U.K. pound,0.0984
12/06/2002,U.K. pound,0.0984
13/06/2002,U.K. pound,0.0984
14/06/2002,U.K. pound,0.0984
17/06/2002,U.K. pound,0.0984
18/06/2002,U.K. pound,0.0984
19/06/2002,U.K. pound,0.0984
20/06/2002,U.K. pound,0.0984
21/06/2002,U.K. pound,0.0984
24/06/2002,U.K. pound,0.0984
25/06/2002,U.K. pound,0.0984
26/06/2002,U.K. pound,0.0984
27/06/2002,U.K. pound,0.0984
28/06/2002,U.K. pound,0.0984
01/07/2002,U.K. pound,0.0984
02/07/2002,U.K. pound,0.0984
03/07/2002,U.K. pound,0.0984
04/07/2002,U.K. pound,0.0984
05/07/2002,U.K. pound,0.0984
08/07/2002,U.K. pound,0.0984
09/07/2002,U.K. pound,0.0984
10/07/2002,U.K. pound,0.0984
11/07/2002,U.K. pound,0.0984
12/07/2002,U.K. pound,0.0984
15/07/2002,U.K. pound,0.0984
16/07/2002,U.K. pound,0.0984
17/07/2002,U.K. pound,0.0984
18/07/2002,U.K. pound,0.0984
19/07/2002,U.K. pound,0.0984
22/07/2002,U.K. pound,0.0984
23/07/2002,U.K. pound,0.0984
24/07/2002,U.K. pound,0.0984
25/07/2002,U.K. pound,0.0984
26/07/2002,U.K. pound,0.0984
29/07/2002,U.K. pound,0.0984
30/07/2002,U.K. pound,0.0984
31/07/2002,U.K. pound,0.0984
01/08/2002,U.K. pound,0.0984
02/08/2002,U.K. pound,0.0984
05/08/2002,U.K. pound,0.0984
06/08/2002,U.K. pound,0.0984
07/08/2002,U.K. pound,0.0984
08/08/2002,U.K. pound,0.0984
09/08/2002,U.K. pound,0.0984
12/08/2002,U.K. pound,0.0984
13/08/2002,U.K. pound,0.0984
14/08/2002,U.K. pound,0.0984
15/08/2002,U.K. pound,0.0984
16/08/2002,U.K. pound,0.0984
19/08/2002,U.K. pound,0.0984
20/08/2002,U.K. pound,0.0984
21/08/2002,U.K. pound,0.0984
22/08/2002,U.K. pound,0.0984
23/08/2002,U.K. pound,0.0984
26/08/2002,U.K. pound,0.0984
27/08/2002,U.K. pound,0.0984
28/08/2002,U.K. pound,0.0984
29/08/2002,U.K. pound,0.0984
30/08/2002,U.K. pound,0.0984
02/09/2002,U.K. pound,0.0984
03/09/2002,U.K. pound,0.0984
04/09/2002,U.K. pound,0.0984
05/09/2002,U.K. pound,0.0984
06/09/2002,U.K. pound,0.0984
09/09/2002,U.K. pound,0.0984
10/09/2002,U.K. pound,0.0984
11/09/2002,U.K. pound,0.0984
12/09/2002,U.K. pound,0.0984
13/09/2002,U.K. pound,0.0984
16/09/2002,U.K. pound,0.0984
17/09/2002,U.K. pound,0.0984
18/09/2002,U.K. pound,0.0984
19/09/2002,U.K. pound,0.0984
20/09/2002,U.K. pound,0.0984
23/09/2002,U.K. pound,0.0984
24/09/2002,U.K. pound,0.0984
25/09/2002,U.K. pound,0.0984
26/09/2002,U.K. pound,0.0984
27/09/2002,U.K. pound,0.0984
30/09/2002,U.K. pound,0.0984
01/10/2002,U.K. pound,0.0984
02/10/2002,U.K. pound,0.0984
03/10/2002,U.K. pound,0.0984
04/10/2002,U.K. pound,0.0984
07/10/2002,U.K. pound,0.0984
08/10/2002,U.K. pound,0.0984
09/10/2002,U.K. pound,0.0984
10/10/2002,U.K. pound,0.0984
11/10/2002,U.K. pound,0.0984
14/10/2002,U.K. pound,0.0984
15/10/2002,U.K. pound,0.0984
16/10/2002,U.K. pound,0.0984
17/10/2002,U.K. pound,0.0984
18/10/2002,U.K. pound,0.0984
21/10/2002,U.K. pound,0.0984
22/10/2002,U.K. pound,0.0984
23/10/2002,U.K. pound,0.0984
24/10/2002,U.K. pound,0.0984
25/10/2002,U.K. pound,0.0984
28/10/2002,U.K. pound,0.0984
29/10/2002,U.K. pound,0.0984
30/10/2002,U.K. pound,0.0984
31/10/2002,U.K. pound,0.0984
01/11/2002,U.K. pound,0.0984
04/11/2002,U.K. pound,0.0984
05/11/2002,U.K. pound,0.0984
06/11/2002,U.K. pound,0.0984
07/11/2002,U.K. pound,0.0984
08/11/2002,U.K. pound,0.0984
11/11/2002,U.K. pound,0.0984
12/11/2002,U.K. pound,0.0984
13/11/2002,U.K. pound,0.0984
14/11/2002,U.K. pound,0.0984
15/11/2002,U.K. pound,0.0984
18/11/2002,U.K. pound,0.0984
19/11/2002,U.K. pound,0.0984
20/11/2002,U.K. pound,0.0984
21/11/2002,U.K. pound,0.0984
22/11/2002,U.K. pound,0.0984
25/11/2002,U.K. pound,0.0984
26/11/2002,U.K. pound,0.0984
27/11/2002,U.K. pound,0.0984
28/11/2002,U.K. pound,0.0984
29/11/2002,U.K. pound,0.0984
02/12/2002,U.K. pound,0.0984
03/12/2002,U.K. pound,0.0984
04/12/2002,U.K. pound,0.0984
05/12/2002,U.K. pound,0.0984
06/12/2002,U.K. pound,0.0984
09/12/2002,U.K. pound,0.0984
10/12/2002,U.K. pound,0.0984
11/12/2002,U.K. pound,0.0984
12/12/2002,U.K. pound,0.0984
13/12/2002,U.K. pound,0.0984
16/12/2002,U.K. pound,0.0984
17/12/2002,U.K. pound,0.0984
18/12/2002,U.K. pound,0.0984
19/12/2002,U.K. pound,0.0984
20/12/2002,U.K. pound,0.0984
23/12/2002,U.K. pound,0.0984
24/12/2002,U.K. pound,0.0984
25/12/2002,U.K. pound,0.0984
26/12/2002,U.K. pound,0.0984
27/12/2002,U.K. pound,0.0984
30/12/2002,U.K. pound,0.0984
31/12/2002,U.K. pound,0.0984
02/01/2003,U.K. pound,0.0984
03/01/2003,U.K. pound,0.0984
06/01/2003,U.K. pound,0.0984
07/01/2003,U.K. pound,0.0984
08/01/2003,U.K. pound,0.0984
09/01/2003,U.K. pound,0.0984
10/01/2003,U.K. pound,0.0984
13/01/2003,U.K. pound,0.0984
14/01/2003,U.K. pound,0.0984
15/01/2003,U.K. pound,0.0984
16/01/2003,U.K. pound,0.0984
17/01/2003,U.K. pound,0.0984
20/01/2003,U.K. pound,0.0984
21/01/2003,U.K. pound,0.0984
22/01/2003,U.K. pound,0.0984
23/01/2003,U.K. pound,0.0984
24/01/2003,U.K. pound,0.0984
27/01/2003,U.K. pound,0.0984
28/01/2003,U.K. pound,0.0984
29/01/2003,U.K. pound,0.0984
30/01/2003,U.K. pound,0.0984
31/01/2003,U.K. pound,0.0984
03/02/2003,U.K. pound,0.0984
04/02/2003,U.K. pound,0.0984
05/02/2003,U.K. pound,0.0984
06/02/2003,U.K. pound,0.0984
07/02/2003,U.K. pound,0.0984
10/02/2003,U.K. pound,0.0984
11/02/2003,U.K. pound,0.0984
12/02/2003,U.K. pound,0.0984
13/02/2003,U.K. pound,0.0984
14/02/2003,U.K. pound,0.0984
17/02/2003,U.K. pound,0.0984
18/02/2003,U.K. pound,0.0984
19/02/2003,U.K. pound,0.0984
20/02/2003,U.K. pound,0.0984
21/02/2003,U.K. pound,0.0984
24/02/2003,U.K. pound,0.0984
25/02/2003,U.K. pound,0.0984
26/02/2003,U.K. pound,0.0984
27/02/2003,U.K. pound,0.0984
28/02/2003,U.K. pound,0.0984
03/03/2003,U.K. pound,0.0984
04/03/2003,U.K. pound,0.0984
05/03/2003,U.K. pound,0.0984
06/03/2003,U.K. pound,0.0984
07/03/2003,U.K. pound,0.0984
10/03/2003,U.K. pound,0.0984
11/03/2003,U.K. pound,0.0984
12/03/2003,U.K. pound,0.0984
13/03/2003,U.K. pound,0.0984
14/03/2003,U.K. pound,0.0984
17/03/2003,U.K. pound,0.0984
18/03/2003,U.K. pound,0.0984
19/03/2003,U.K. pound,0.0984
20/03/2003,U.K. pound,0.0984
21/03/2003,U.K. pound,0.0984
24/03/2003,U.K. pound,0.0984
25/03/2003,U.K. pound,0.0984
26/03/2003,U.K. pound,0.0984
27/03/2003,U.K. pound,0.0984
28/03/2003,U.K. pound,0.0984
31/03/2003,U.K. pound,0.0984
01/04/2003,U.K. pound,0.0984
02/04/2003,U.K. pound,0.0984
03/04/2003,U.K. pound,0.0984
04/04/2003,U.K. pound,0.0984
07/04/2003,U.K. pound,0.0984
08/04/2003,U.K. pound,0.0984
09/04/2003,U.K. pound,0.0984
10/04/2003,U.K. pound,0.0984
11/04/2003,U.K. pound,0.0984
14/04/2003,U.K. pound,0.0984
15/04/2003,U.K. pound,0.0984
16/04/2003,U.K. pound,0.0984
17/04/2003,U.K. pound,0.0984
18/04/2003,U.K. pound,0.0984
21/04/2003,U.K. pound,0.0984
22/04/2003,U.K. pound,0.0984
23/04/2003,U.K. pound,0.0984
24/04/2003,U.K. pound,0.0984
25/04/2003,U.K. pound,0.0984
28/04/2003,U.K. pound,0.0984
29/04/2003,U.K. pound,0.0984
30/04/2003,U.K. pound,0.0984
01/05/2003,U.K. pound,0.0984
02/05/2003,U.K. pound,0.0984
05/05/2003,U.K. pound,0.0984
06/05/2003,U.K. pound,0.0984
07/05/2003,U.K. pound,0.0984
08/05/2003,U.K. pound,0.0984
09/05/2003,U.K. pound,0.0984
12/05/2003,U.K. pound,0.0984
13/05/2003,U.K. pound,0.0984
14/05/2003,U.K. pound,0.0984
15/05/2003,U.K. pound,0.0984
16/05/2003,U.K. pound,0.0984
19/05/2003,U.K. pound,0.0984
20/05/2003,U.K. pound,0.0984
21/05/2003,U.K. pound,0.0984
22/05/2003,U.K. pound,0.0984
23/05/2003,U.K. pound,0.0984
26/05/2003,U.K. pound,0.0984
27/05/2003,U.K. pound,0.0984
28/05/2003,U.K. pound,0.0984
29/05/2003,U.K. pound,0.0984
30/05/2003,U.K. pound,0.0984
02/06/2003,U.K. pound,0.0984
03/06/2003,U.K. pound,0.0984
04/06/2003,U.K. pound,0.0984
05/06/2003,U.K. pound,0.0984
06/06/2003,U.K. pound,0.0984
09/06/2003,U.K. pound,0.0984
10/06/2003,U.K. pound,0.0984
11/06/2003,U.K. pound,0.0984
12/06/2003,U.K. pound,0.0984
13/06/2003,U.K. pound,0.0984
16/06/2003,U.K. pound,0.0984
17/06/2003,U.K. pound,0.0984
18/06/2003,U.K. pound,0.0984
19/06/2003,U.K. pound,0.0984
20/06/2003,U.K. pound,0.0984
23/06/2003,U.K. pound,0.0984
24/06/2003,U.K. pound,0.0984
25/06/2003,U.K. pound,0.0984
26/06/2003,U.K. pound,0.0984
27/06/2003,U.K. pound,0.0984
30/06/2003,U.K. pound,0.0984
01/07/2003,U.K. pound,0.0984
02/07/2003,U.K. pound,0.0984
03/07/2003,U.K. pound,0.0984
04/07/2003,U.K. pound,0.0984
07/07/2003,U.K. pound,0.0984
08/07/2003,U.K. pound,0.0984
09/07/2003,U.K. pound,0.0984
10/07/2003,U.K. pound,0.0984
11/07/2003,U.K. pound,0.0984
14/07/2003,U.K. pound,0.0984
15/07/2003,U.K. pound,0.0984
16/07/2003,U.K. pound,0.0984
17/07/2003,U.K. pound,0.0984
18/07/2003,U.K. pound,0.0984
21/07/2003,U.K. pound,0.0984
22/07/2003,U.K. pound,0.0984
23/07/2003,U.K. pound,0.0984
24/07/2003,U.K. pound,0.0984
25/07/2003,U.K. pound,0.0984
28/07/2003,U.K. pound,0.0984
29/07/2003,U.K. pound,0.0984
30/07/2003,U.K. pound,0.0984
31/07/2003,U.K. pound,0.0984
01/08/2003,U.K. pound,0.0984
04/08/2003,U.K. pound,0.0984
05/08/2003,U.K. pound,0.0984
06/08/2003,U.K. pound,0.0984
07/08/2003,U.K. pound,0.0984
08/08/2003,U.K. pound,0.0984
11/08/2003,U.K. pound,0.0984
12/08/2003,U.K. pound,0.0984
13/08/2003,U.K. pound,0.0984
14/08/2003,U.K. pound,0.0984
15/08/2003,U.K. pound,0.0984
18/08/2003,U.K. pound,0.0984
19/08/2003,U.K. pound,0.0984
20/08/2003,U.K. pound,0.0984
21/08/2003,U.K. pound,0.0984
22/08/2003,U.K. pound,0.0984
25/08/2003,U.K. pound,0.0984
26/08/2003,U.K. pound,0.0984
27/08/2003,U.K. pound,0.0984
28/08/2003,U.K. pound,0.0984
29/08/2003,U.K. pound,0.0984
01/09/2003,U.K. pound,0.0984
02/09/2003,U.K. pound,0.0984
03/09/2003,U.K. pound,0.0984
04/09/2003,U.K. pound,0.0984
05/09/2003,U.K. pound,0.0984
08/09/2003,U.K. pound,0.0984
09/09/2003,U.K. pound,0.0984
10/09/2003,U.K. pound,0.0984
11/09/2003,U.K. pound,0.0984
12/09/2003,U.K. pound,0.0984
15/09/2003,U.K. pound,0.0984
16/09/2003,U.K. pound,0.0984
17/09/2003,U.K. pound,0.0984
18/09/2003,U.K. pound,0.0984
19/09/2003,U.K. pound,0.0984
22/09/2003,U.K. pound,0.0984
23/09/2003,U.K. pound,0.0984
24/09/2003,U.K. pound,0.0984
25/09/2003,U.K. pound,0.0984
26/09/2003,U.K. pound,0.0984
29/09/2003,U.K. pound,0.0984
30/09/2003,U.K. pound,0.0984
01/10/2003,U.K. pound,0.0984
02/10/2003,U.K. pound,0.0984
03/10/2003,U.K. pound,0.0984
06/10/2003,U.K. pound,0.0984
07/10/2003,U.K. pound,0.0984
08/10/2003,U.K. pound,0.0984
09/10/2003,U.K. pound,0.0984
10/10/2003,U.K. pound,0.0984
13/10/2003,U.K. pound,0.0984
14/10/2003,U.K. pound,0.0984
15/10/2003,U.K. pound,0.0984
16/10/2003,U.K. pound,0.0984
17/10/2003,U.K. pound,0.0984
20/10/2003,U.K. pound,0.0984
21/10/2003,U.K. pound,0.0984
22/10/2003,U.K. pound,0.0984
23/10/2003,U.K. pound,0.0984
24/10/2003,U.K. pound,0.0984
27/10/2003,U.K. pound,0.0984
28/10/2003,U.K. pound,0.0984
29/10/2003,U.K. pound,0.0984
30/10/2003,U.K. pound,0.0984
31/10/2003,U.K. pound,0.0984
03/11/2003,U.K. pound,0.0984
04/11/2003,U.K. pound,0.0984
05/11/2003,U.K. pound,0.0984
06/11/2003,U.K. pound,0.0984
07/11/2003,U.K. pound,0.0984
10/11/2003,U.K. pound,0.0984
11/11/2003,U.K. pound,0.0984
12/11/2003,U.K. pound,0.0984
13/11/2003,U.K. pound,0.0984
14/11/2003,U.K. pound,0.0984
17/11/2003,U.K. pound,0.0984
18/11/2003,U.K. pound,0.0984
19/11/2003,U.K. pound,0.0984
20/11/2003,U.K. pound,0.0984
21/11/2003,U.K. pound,0.0984
24/11/2003,U.K. pound,0.0984
25/11/2003,U.K. pound,0.0984
26/11/2003,U.K. pound,0.0984
27/11/2003,U.K. pound,0.0984
28/11/2003,U.K. pound,0.0984
01/12/2003,U.K. pound,0.0984
02/12/2003,U.K. pound,0.0984
03/12/2003,U.K. pound,0.0984
04/12/2003,U.K. pound,0.0984
05/12/2003,U.K. pound,0.0984
08/12/2003,U.K. pound,0.0984
09/12/2003,U.K. pound,0.0984
10/12/2003,U.K. pound,0.0984
11/12/2003,U.K. pound,0.0984
12/12/2003,U.K. pound,0.0984
15/12/2003,U.K. pound,0.0984
16/12/2003,U.K. pound,0.0984
17/12/2003,U.K. pound,0.0984
18/12/2003,U.K. pound,0.0984
19/12/2003,U.K. pound,0.0984
22/12/2003,U.K. pound,0.0984
23/12/2003,U.K. pound,0.0984
24/12/2003,U.K. pound,0.0984
26/12/2003,U.K. pound,0.0984
29/12/2003,U.K. pound,0.0984
30/12/2003,U.K. pound,0.0984
31/12/2003,U.K. pound,0.0984
02/01/2004,U.K. pound,0.0984
05/01/2004,U.K. pound,0.0984
06/01/2004,U.K. pound,0.0984
07/01/2004,U.K. pound,0.0984
08/01/2004,U.K. pound,0.0984
09/01/2004,U.K. pound,0.0984
12/01/2004,U.K. pound,0.0984
13/01/2004,U.K. pound,0.0984
14/01/2004,U.K. pound,0.0984
15/01/2004,U.K. pound,0.0984
16/01/2004,U.K. pound,0.0984
19/01/2004,U.K. pound,0.0984
20/01/2004,U.K. pound,0.0984
21/01/2004,U.K. pound,0.0984
22/01/2004,U.K. pound,0.0984
23/01/2004,U.K. pound,0.0984
26/01/2004,U.K. pound,0.0984
27/01/2004,U.K. pound,0.0984
28/01/2004,U.K. pound,0.0984
29/01/2004,U.K. pound,0.0984
30/01/2004,U.K. pound,0.0984
02/02/2004,U.K. pound,0.0984
03/02/2004,U.K. pound,0.0984
04/02/2004,U.K. pound,0.0984
05/02/2004,U.K. pound,0.0984
06/02/2004,U.K. pound,0.0984
09/02/2004,U.K. pound,0.0984
10/02/2004,U.K. pound,0.0984
11/02/2004,U.K. pound,0.0984
12/02/2004,U.K. pound,0.0984
13/02/2004,U.K. pound,0.0984
16/02/2004,U.K. pound,0.0984
17/02/2004,U.K. pound,0.0984
18/02/2004,U.K. pound,0.0984
19/02/2004,U.K. pound,0.0984
20/02/2004,U.K. pound,0.0984
23/02/2004,U.K. pound,0.0984
24/02/2004,U.K. pound,0.0984
25/02/2004,U.K. pound,0.0984
26/02/2004,U.K. pound,0.0984
27/02/2004,U.K. pound,0.0984
01/03/2004,U.K. pound,0.0984
02/03/2004,U.K. pound,0.0984
03/03/2004,U.K. pound,0.0984
04/03/2004,U.K. pound,0.0984
05/03/2004,U.K. pound,0.0984
08/03/2004,U.K. pound,0.0984
09/03/2004,U.K. pound,0.0984
10/03/2004,U.K. pound,0.0984
11/03/2004,U.K. pound,0.0984
12/03/2004,U.K. pound,0.0984
15/03/2004,U.K. pound,0.0984
16/03/2004,U.K. pound,0.0984
17/03/2004,U.K. pound,0.0984
18/03/2004,U.K. pound,0.0984
19/03/2004,U.K. pound,0.0984
22/03/2004,U.K. pound,0.0984
23/03/2004,U.K. pound,0.0984
24/03/2004,U.K. pound,0.0984
25/03/2004,U.K. pound,0.0984
26/03/2004,U.K. pound,0.0984
29/03/2004,U.K. pound,0.0984
30/03/2004,U.K. pound,0.0984
31/03/2004,U.K. pound,0.0984
01/04/2004,U.K. pound,0.0984
02/04/2004,U.K. pound,0.0984
05/04/2004,U.K. pound,0.0984
06/04/2004,U.K. pound,0.0984
07/04/2004,U.K. pound,0.0984
08/04/2004,U.K. pound,0.0984
09/04/2004,U.K. pound,0.0984
12/04/2004,U.K. pound,0.0984
13/04/2004,U.K. pound,0.0984
14/04/2004,U.K. pound,0.0984
15/04/2004,U.K. pound,0.0984
16/04/2004,U.K. pound,0.0984
19/04/2004,U.K. pound,0.0984
20/04/2004,U.K. pound,0.0984
21/04/2004,U.K. pound,0.0984
22/04/2004,U.K. pound,0.0984
23/04/2004,U.K. pound,0.0984
26/04/2004,U.K. pound,0.0984
27/04/2004,U.K. pound,0.0984
28/04/2004,U.K. pound,0.0984
29/04/2004,U.K. pound,0.0984
30/04/2004,U.K. pound,0.0984
03/05/2004,U.K. pound,0.0984
04/05/2004,U.K. pound,0.0984
05/05/2004,U.K. pound,0.0984
06/05/2004,U.K. pound,0.0984
07/05/2004,U.K. pound,0.0984
10/05/2004,U.K. pound,0.0984
11/05/2004,U.K. pound,0.0984
12/05/2004,U.K. pound,0.0984
13/05/2004,U.K. pound,0.0984
14/05/2004,U.K. pound,0.0984
17/05/2004,U.K. pound,0.0984
18/05/2004,U.K. pound,0.0984
19/05/2004,U.K. pound,0.0984
20/05/2004,U.K. pound,0.0984
21/05/2004,U.K. pound,0.0984
24/05/2004,U.K. pound,0.0984
25/05/2004,U.K. pound,0.0984
26/05/2004,U.K. pound,0.0984
27/05/2004,U.K. pound,0.0984
28/05/2004,U.K. pound,0.0984
01/06/2004,U.K. pound,0.0984
02/06/2004,U.K. pound,0.0984
03/06/2004,U.K. pound,0.0984
04/06/2004,U.K. pound,0.0984
07/06/2004,U.K. pound,0.0984
08/06/2004,U.K. pound,0.0984
09/06/2004,U.K. pound,0.0984
10/06/2004,U.K. pound,0.0984
11/06/2004,U.K. pound,0.0984
14/06/2004,U.K. pound,0.0984
15/06/2004,U.K. pound,0.0984
16/06/2004,U.K. pound,0.0984
17/06/2004,U.K. pound,0.0984
18/06/2004,U.K. pound,0.0984
21/06/2004,U.K. pound,0.0984
22/06/2004,U.K. pound,0.0984
23/06/2004,U.K. pound,0.0984
24/06/2004,U.K. pound,0.0984
25/06/2004,U.K. pound,0.0984
28/06/2004,U.K. pound,0.0984
29/06/2004,U.K. pound,0.0984
30/06/2004,U.K. pound,0.0984
01/07/2004,U.K. pound,0.0984
02/07/2004,U.K. pound,0.0984
05/07/2004,U.K. pound,0.0984
06/07/2004,U.K. pound,0.0984
07/07/2004,U.K. pound,0.0984
08/07/2004,U.K. pound,0.0984
09/07/2004,U.K. pound,0.0984
12/07/2004,U.K. pound,0.0984
13/07/2004,U.K. pound,0.0984
14/07/2004,U.K. pound,0.0984
15/07/2004,U.K. pound,0.0984
16/07/2004,U.K. pound,0.0984
19/07/2004,U.K. pound,0.0984
20/07/2004,U.K. pound,0.0984
21/07/2004,U.K. pound,0.0984
22/07/2004,U.K. pound,0.0984
23/07/2004,U.K. pound,0.0984
26/07/2004,U.K. pound,0.0984
27/07/2004,U.K. pound,0.0984
28/07/2004,U.K. pound,0.0984
29/07/2004,U.K. pound,0.0984
30/07/2004,U.K. pound,0.0984
02/08/2004,U.K. pound,0.0984
03/08/2004,U.K. pound,0.0984
04/08/2004,U.K. pound,0.0984
05/08/2004,U.K. pound,0.0984
06/08/2004,U.K. pound,0.0984
09/08/2004,U.K. pound,0.0984
10/08/2004,U.K. pound,0.0984
11/08/2004,U.K. pound,0.0984
12/08/2004,U.K. pound,0.0984
13/08/2004,U.K. pound,0.0984
16/08/2004,U.K. pound,0.0984
17/08/2004,U.K. pound,0.0984
18/08/2004,U.K. pound,0.0984
19/08/2004,U.K. pound,0.0984
20/08/2004,U.K. pound,0.0984
23/08/2004,U.K. pound,0.0984
24/08/2004,U.K. pound,0.0984
25/08/2004,U.K. pound,0.0984
26/08/2004,U.K. pound,0.0984
27/08/2004,U.K. pound,0.0984
30/08/2004,U.K. pound,0.0984
31/08/2004,U.K. pound,0.0984
01/09/2004,U.K. pound,0.0984
02/09/2004,U.K. pound,0.0984
03/09/2004,U.K. pound,0.0984
06/09/2004,U.K. pound,0.0984
07/09/2004,U.K. pound,0.0984
08/09/2004,U.K. pound,0.0984
09/09/2004,U.K. pound,0.0984
10/09/2004,U.K. pound,0.0984
13/09/2004,U.K. pound,0.0984
14/09/2004,U.K. pound,0.0984
15/09/2004,U.K. pound,0.0984
16/09/2004,U.K. pound,0.0984
17/09/2004,U.K. pound,0.0984
20/09/2004,U.K. pound,0.0984
21/09/2004,U.K. pound,0.0984
22/09/2004,U.K. pound,0.0984
23/09/2004,U.K. pound,0.0984
24/09/2004,U.K. pound,0.0984
27/09/2004,U.K. pound,0.0984
28/09/2004,U.K. pound,0.0984
29/09/2004,U.K. pound,0.0984
30/09/2004,U.K. pound,0.0984
01/10/2004,U.K. pound,0.0984
04/10/2004,U.K. pound,0.0984
05/10/2004,U.K. pound,0.0984
06/10/2004,U.K. pound,0.0984
07/10/2004,U.K. pound,0.0984
08/10/2004,U.K. pound,0.0984
11/10/2004,U.K. pound,0.0984
12/10/2004,U.K. pound,0.0984
13/10/2004,U.K. pound,0.0984
14/10/2004,U.K. pound,0.0984
15/10/2004,U.K. pound,0.0984
18/10/2004,U.K. pound,0.0984
19/10/2004,U.K. pound,0.0984
20/10/2004,U.K. pound,0.0984
21/10/2004,U.K. pound,0.0984
22/10/2004,U.K. pound,0.0984
25/10/2004,U.K. pound,0.0984
26/10/2004,U.K. pound,0.0984
27/10/2004,U.K. pound,0.0984
28/10/2004,U.K. pound,0.0984
29/10/2004,U.K. pound,0.0984
01/11/2004,U.K. pound,0.0984
02/11/2004,U.K. pound,0.0984
03/11/2004,U.K. pound,0.0984
04/11/2004,U.K. pound,0.0984
05/11/2004,U.K. pound,0.0984
